[*] LAL GPT-2 Binary Training v3 (LN gradient + XNOR + residual scale)
[*] steps:10000 lr:0.050000
[*] loading weights...
[*] binarizing 48 matrices...
[*] done
[*] load time: 2.8s
[*] training...
  step    0  loss=5.5322  "The capital of France is Paris."
  step   20  loss=5.5316  "The capital of France is Paris."
  step   40  loss=5.5310  "The capital of France is Paris."
  step   60  loss=5.3545  "The capital of France is Paris."
  step   80  loss=5.3539  "The capital of France is Paris."
  step  100  loss=5.3533  "The capital of France is Paris."
  step  120  loss=5.3527  "The capital of France is Paris."
  step  140  loss=5.3521  "The capital of France is Paris."
  step  160  loss=5.3515  "The capital of France is Paris."
  step  180  loss=5.3510  "The capital of France is Paris."
  step  200  loss=5.3504  "The capital of France is Paris."
  step  220  loss=5.3499  "The capital of France is Paris."
  step  240  loss=5.3493  "The capital of France is Paris."
  step  260  loss=2.4549  "The capital of France is Paris."
  step  280  loss=2.4545  "The capital of France is Paris."
  step  300  loss=2.4541  "The capital of France is Paris."
  step  320  loss=2.4536  "The capital of France is Paris."
  step  340  loss=3.6644  "The capital of France is Paris."
  step  360  loss=3.6637  "The capital of France is Paris."
  step  380  loss=3.6630  "The capital of France is Paris."
  step  400  loss=3.6623  "The capital of France is Paris."
  step  420  loss=0.2975  "The capital of France is Paris."
  step  440  loss=0.2974  "The capital of France is Paris."
  step  460  loss=0.2973  "The capital of France is Paris."
  step  480  loss=0.2972  "The capital of France is Paris."
  step  500  loss=0.2971  "The capital of France is Paris."
  step  520  loss=0.2970  "The capital of France is Paris."
  step  540  loss=0.2969  "The capital of France is Paris."
  step  560  loss=0.2969  "The capital of France is Paris."
  step  580  loss=0.2968  "The capital of France is Paris."
  step  600  loss=1.1134  "The capital of France is Paris."
  step  620  loss=1.1131  "The capital of France is Paris."
  step  640  loss=1.1129  "The capital of France is Paris."
  step  660  loss=1.1126  "The capital of France is Paris."
  step  680  loss=1.1123  "The capital of France is Paris."
  step  700  loss=1.1120  "The capital of France is Paris."
  step  720  loss=1.1117  "The capital of France is Paris."
  step  740  loss=1.1114  "The capital of France is Paris."
  step  760  loss=1.1111  "The capital of France is Paris."
  step  780  loss=1.1109  "The capital of France is Paris."
  step  800  loss=1.1106  "The capital of France is Paris."
  step  820  loss=1.1104  "The capital of France is Paris."
  step  840  loss=1.1101  "The capital of France is Paris."
  step  860  loss=1.1099  "The capital of France is Paris."
  step  880  loss=1.1096  "The capital of France is Paris."
  step  900  loss=0.0180  "The capital of France is Paris."
  step  920  loss=0.0180  "The capital of France is Paris."
  step  940  loss=0.0180  "The capital of France is Paris."
  step  960  loss=0.0110  "The capital of France is Paris."
  step  980  loss=0.0110  "The capital of France is Paris."
  step 1000  loss=0.0110  "The capital of France is Paris."
  step 1020  loss=0.0110  "The capital of France is Paris."
  step 1040  loss=0.0110  "The capital of France is Paris."
  step 1060  loss=0.0110  "The capital of France is Paris."
  step 1080  loss=0.0110  "The capital of France is Paris."
  step 1100  loss=0.0549  "The capital of France is Paris."
  step 1120  loss=0.0549  "The capital of France is Paris."
  step 1140  loss=0.0549  "The capital of France is Paris."
  step 1160  loss=0.0549  "The capital of France is Paris."
  step 1180  loss=0.0549  "The capital of France is Paris."
  step 1200  loss=0.0548  "The capital of France is Paris."
  step 1220  loss=0.0548  "The capital of France is Paris."
  step 1240  loss=0.0548  "The capital of France is Paris."
  step 1260  loss=0.0548  "The capital of France is Paris."
  step 1280  loss=0.0548  "The capital of France is Paris."
  step 1300  loss=0.0547  "The capital of France is Paris."
  step 1320  loss=0.0547  "The capital of France is Paris."
  step 1340  loss=0.0547  "The capital of France is Paris."
  step 1360  loss=0.0547  "The capital of France is Paris."
  step 1380  loss=5.8576  "The capital of France is Paris."
